High,Low,Open,Volume,"_time",stock
"115.7017","113.6807","114.9506",13686390,"1611532800.000000",PWNY
"112.29","104.05","106.368",7332455,"1611532800.000000",NAY
174,"165.5714","172.65",2031532,"1611532800.000000",BCUP
"116.8264","113.5936","116.8264",38063530,"1611273600.000000",PWNY
"109.62","102.3","102.8",3371405,"1611273600.000000",NAY
"175.6","170.53","174.28",2347367,"1611273600.000000",BCUP
"127.996","125.8763","125.944",12819230,"1611187200.000000",PWNY
"105.37","101.76","105.095",1896676,"1611187200.000000",NAY
"174.4899","170.58","172.94",1155042,"1611187200.000000",BCUP
"126.8539","124.4341","125.5375",5598705,"1611100800.000000",PWNY
"105.55","100.6","101.35",3553340,"1611100800.000000",NAY
"175.23","171.69",174,1406871,"1611100800.000000",BCUP
"125.4311","123.9777","125.131",5397956,"1611014400.000000",PWNY
"101.09","97.22","100.98",2070471,"1611014400.000000",NAY
"173.9","168.37","170.34",2242138,"1611014400.000000",BCUP
"125.0923","123.5727","124.1631",4905506,"1610668800.000000",PWNY
"104.8","99.47","102.3",1459652,"1610668800.000000",NAY
"172.64","168.81","171.1",1407804,"1610668800.000000",BCUP
"125.9828","123.4565","123.9114",7503180,"1610582400.000000",PWNY
"106.2072","101.16","105.41",2129108,"1610582400.000000",NAY
"173.34","170.219","171.259",1600665,"1610582400.000000",BCUP
"125.5859","122.3967","125.0052",7677739,"1610496000.000000",PWNY
"105.82","102.06",105,1746810,"1610496000.000000",NAY
"172.14","167.5","167.8",1964493,"1610496000.000000",BCUP
"125.6827","123.834","124.9471",3749213,"1610409600.000000",PWNY
"107.49",104,"104.28",2467243,"1610409600.000000",NAY
"168.5789",162,"167.01",1981124,"1610409600.000000",BCUP
"125.5133","123.563","123.8437",5602466,"1610323200.000000",PWNY
"107.7399","99.7752","101.75",4315972,"1610323200.000000",NAY
"169.55","162.215","164.42",1692277,"1610323200.000000",BCUP
"125.1697","122.9048","124.4438",4676487,"1610064000.000000",PWNY
"165.88","161.77","163.06",2126515,"1610064000.000000",BCUP
"100.25","97.5","97.55",2564963,"1610064000.000000",NAY
"126.2731","124.1437","125.8666",4507382,"1609977600.000000",PWNY
"164.71","161.95","162.01",2227730,"1609977600.000000",BCUP
"96.65","92.1","92.1",3316363,"1609977600.000000",NAY
"127.6476","122.6532","122.8274",7956740,"1609891200.000000",PWNY
"163.92","160.26",161,2218204,"1609891200.000000",BCUP
"93.97","90.25","91.25",3538748,"1609891200.000000",NAY
"122.6144","120.6109","120.998",6114619,"1609804800.000000",PWNY
"167.265","162.85","165.09",2481011,"1609804800.000000",BCUP
"93.36","89.832",92,3072508,"1609804800.000000",NAY
"121.8763","119.0913","121.8111",5179161,"1609718400.000000",PWNY
"170.86","165.26","170.86",2882434,"1609718400.000000",BCUP
"98.83","90.8","98.69",6408029,"1609718400.000000",NAY
"121.9853","120.0108","120.2334",3574696,"1609372800.000000",PWNY
"173.195","169.76","173.06",1337714,"1609372800.000000",BCUP
"99.33","96.6","98.6",1743528,"1609372800.000000",NAY
"120.8432","119.6623","119.8269",3380494,"1609286400.000000",PWNY
"174.57","170.37","174.09",1202097,"1609286400.000000",BCUP
"101.43","98.5","99.971",1732682,"1609286400.000000",NAY
"121.453","119.2848","121.3271",3487007,"1609200000.000000",PWNY
"176.995","171.85","176.44",1521877,"1609200000.000000",BCUP
"100.95","97.45","100.78",2267745,"1609200000.000000",NAY
"122.537","120.4657","121.0852",3615222,"1609113600.000000",PWNY
"181.625","173.88","181.625",1606481,"1609113600.000000",BCUP
"107.98","99.7","107.27",2673217,"1609113600.000000",NAY
"121.0852","120.2237","120.9884",1761122,"1608768000.000000",PWNY
"184.71","179.68","182.58",1150251,"1608768000.000000",BCUP
"109.85","106.111","107.04",785662,"1608768000.000000",NAY
"121.1916","119.7688","119.9043",2693889,"1608681600.000000",PWNY
"185.73","177.5","177.56",3302949,"1608681600.000000",BCUP
"111.49","107.4","110.71",1587547,"1608681600.000000",NAY
"120.2334","118.4815","119.3526",4337757,"1608595200.000000",PWNY
"177.86","172.4833","174.75",2826405,"1608595200.000000",BCUP
"111.08","106.85","107.96",2941274,"1608595200.000000",NAY
"120.1947","117.8136","119.9914",6115671,"1608508800.000000",PWNY
"174.93","164.5341","164.966",4561761,"1608508800.000000",BCUP
"107.1712","103.34","105.97",2702091,"1608508800.000000",NAY
"122.3434","120.9593","121.5594",7552845,"1608249600.000000",PWNY
"168.18","164.1575","167.5952",4137278,"1608249600.000000",BCUP
"109.61","107.03","109.24",7520043,"1608249600.000000",NAY
"122.0434","120.9013","122.0337",3787962,"1608163200.000000",PWNY
"166.46","162.76","163.66",2768414,"1608163200.000000",BCUP
"109.85","105.13","105.53",4687735,"1608163200.000000",NAY
"122.5107","121.2652","121.8885",4530096,"1608076800.000000",PWNY
"163.3","159.54","161.8",2198853,"1608076800.000000",BCUP
105,"101.3","101.533",3897534,"1608076800.000000",NAY
"121.8885","119.4784","120.3979",4359601,"1607990400.000000",PWNY
"161.81","158.3516",160,2718810,"1607990400.000000",BCUP
"105.63","99.8998","103.0797",4433780,"1607990400.000000",NAY
"122.192","119.5075","121.2981",5050023,"1607904000.000000",PWNY
"159.76","155.3","155.3",3287800,"1607904000.000000",BCUP
"103.43","99.62",100,4326462,"1607904000.000000",NAY
"121.482","119.643","120.0979",4481416,"1607644800.000000",PWNY
"156.45","151.9087","153.85",2572134,"1607644800.000000",BCUP
"100.96","96.36","99.57",3823574,"1607644800.000000",NAY
"122.8564","120.9303","122.295",4803172,"1607558400.000000",PWNY
"155.74","152.4","154.97",3449381,"1607558400.000000",BCUP
"103.77","93.9171","94.51",4715751,"1607558400.000000",NAY
"123.592","121.6659","121.7627",6513517,"1607472000.000000",PWNY
163,"153.3","162.8",3660147,"1607472000.000000",BCUP
"100.75","94.75",100,2126233,"1607472000.000000",NAY
"122.2757","120.6399","121.2981",5395024,"1607385600.000000",PWNY
"161.25","154.29","155.93",3352921,"1607385600.000000",BCUP
"100.18","96.23","99.39",2346185,"1607385600.000000",NAY
"122.8951","120.5722","122.4305",8318500,"1607299200.000000",PWNY
"162.3418","153.3","161.07",6968366,"1607299200.000000",BCUP
"102.64","98.23","101.9",2605883,"1607299200.000000",NAY
"123.292","119.672","119.9914",5522760,"1607040000.000000",PWNY
"163.89","159.3216","160.01",7473857,"1607040000.000000",BCUP
"102.3999","97.6677","97.75",3780506,"1607040000.000000",NAY
"120.8529","119.3332","120.1753",4548161,"1606953600.000000",PWNY
169,"152.52","158.55",30390780,"1606953600.000000",BCUP
"98.84","94.19","95.09",2732293,"1606953600.000000",NAY
"120.6399","118.4815","118.9074",3690737,"1606867200.000000",PWNY
207,201,"203.32",3882864,"1606867200.000000",BCUP
"93.9","90.13","93.77",3099746,"1606867200.000000",NAY
"121.7917","119.13","119.9237",5312057,"1606780800.000000",PWNY
"207.405","202.46","205.01",1308151,"1606780800.000000",BCUP
"98.8","94.02","98.6",3324020,"1606780800.000000",NAY
"120.9884","119.1397","120.1172",5987991,"1606694400.000000",PWNY
207,"197.6492","206.51",1682087,"1606694400.000000",BCUP
"99.565","94.1","97.01",4749938,"1606694400.000000",NAY
"121.2913","119.9333","120.214",2091186,"1606435200.000000",PWNY
"205.44","200.5","201.87",755051,"1606435200.000000",BCUP
"96.8","94.18",95,1907728,"1606435200.000000",NAY
"120.3399","118.1911","118.9848",4135894,"1606262400.000000",PWNY
"202.91","198.02","200.295",1430718,"1606262400.000000",BCUP
"93.92","88.95","89.39",3036860,"1606262400.000000",NAY
"120.727","116.928","116.9812",7759006,"1606176000.000000",PWNY
"199.71","195.38","199.34",952245,"1606176000.000000",BCUP
"90.84","87.3","90.315",3067365,"1606176000.000000",NAY
"116.6473","113.5064","113.6613",5655119,"1606089600.000000",PWNY
"200.69","195.02","199.49",1041662,"1606089600.000000",BCUP
"91.64","88.3","89.78",2162790,"1606089600.000000",NAY
"114.2517","112.9451","113.8259",5024593,"1605830400.000000",PWNY
"202.53",198,"199.26",994997,"1605830400.000000",BCUP
"91.24","89.03","89.68",2339651,"1605830400.000000",NAY
"113.6807","112.1707","112.7999",3439648,"1605744000.000000",PWNY
"201.2","192.63","192.63",1276520,"1605744000.000000",BCUP
"91.95","87.13","87.15",3996408,"1605744000.000000",NAY
"115.0648","113.0031","113.942",4606828,"1605657600.000000",PWNY
"199.24","192.96","198.635",1011092,"1605657600.000000",BCUP
"89.95","85.74",88,2574568,"1605657600.000000",NAY
"114.7357","113.3129","113.8259",4134455,"1605571200.000000",PWNY
"198.42","192.34","194.28",1310939,"1605571200.000000",BCUP
"88.91","85.53","87.35",3885825,"1605571200.000000",NAY
"114.7454","113.3613","114.5034",5293385,"1605484800.000000",PWNY
"193.85","189.43","190.18",873334,"1605484800.000000",BCUP
"87.4204","82.38","83.41",3006134,"1605484800.000000",NAY
"113.6032","111.319","111.4932",4683512,"1605225600.000000",PWNY
"194.35","190.0556","192.38",803014,"1605225600.000000",BCUP
"89.16","83.89","87.89",5765853,"1605225600.000000",NAY
"112.6353","109.8381","111.9191",6500799,"1605139200.000000",PWNY
"196.01","189.72","193.86",871811,"1605139200.000000",BCUP
"90.3","87.08","88.08",6626820,"1605139200.000000",NAY
"114.5518","112.4901","114.3292",4289601,"1605052800.000000",PWNY
"195.835","189.12",190,1517949,"1605052800.000000",BCUP
"87.13","79.76","85.15",25348590,"1605052800.000000",NAY
"114.3776","112.5192","112.9451",5622756,"1604966400.000000",PWNY
"195.11","184.285","194.15",1916330,"1604966400.000000",BCUP
"96.25","88.59","94.71",6383800,"1604966400.000000",NAY
"115.8972","111.5706","114.0969",8992152,"1604880000.000000",PWNY
"206.61","196.2","199.49",1480965,"1604880000.000000",BCUP
101,"93.05","98.76",3434030,"1604880000.000000",NAY
"111.4061","109.751","111.3867",5249171,"1604620800.000000",PWNY
208,"200.71","207.51",1686223,"1604620800.000000",BCUP
"102.58","98.88",102,2529577,"1604620800.000000",NAY
"111.59","109.3832","109.6639",4902206,"1604534400.000000",PWNY
214,"207.04","213.26",1270167,"1604534400.000000",BCUP
"103.95","99.65","102.257",2745838,"1604534400.000000",NAY
"110.2543","107.5925","108.725",5800071,"1604448000.000000",PWNY
"209.45","199.72","205.13",1583100,"1604448000.000000",BCUP
"99.99","95.256","95.76",3660549,"1604448000.000000",NAY
"111.9384","109.9833","110.3414",4204287,"1604361600.000000",PWNY
"197.22","190.4","192.08",970962,"1604361600.000000",BCUP
"90.77","86.5","88.53",2521618,"1604361600.000000",NAY
"110.1735","108.6475","109.0347",5311497,"1604275200.000000",PWNY
"200.81","189.18","199.45",1620808,"1604275200.000000",BCUP
"91.79","86.66","91.78",4567163,"1604275200.000000",NAY
"108.212","104.292","104.4372",7923882,"1604016000.000000",PWNY
"204.6","196.7841","203.9",1365775,"1604016000.000000",BCUP
"95.4499","90.54","94.86",3737743,"1604016000.000000",NAY
"106.1213","103.1305","103.808",6760241,"1603929600.000000",PWNY
"208.39","204.9762","207.2",817038,"1603929600.000000",BCUP
"98.19","95.13","97.99",2424735,"1603929600.000000",NAY
"106.2084","102.5207","105.1728",9427321,"1603843200.000000",PWNY
"208.195","202.99",205,1080465,"1603843200.000000",BCUP
"99.7","96.6","99.25",2230864,"1603843200.000000",NAY
"108.6185","106.4988","108.5508",5936106,"1603756800.000000",PWNY
"213.2791","208.635","211.15",973611,"1603756800.000000",BCUP
"103.9241","100.5314","101.2496",1588881,"1603756800.000000",NAY
"111.2125","108.2507","110.7769",7203366,"1603670400.000000",PWNY
"215.79","207.305","213.06",1254069,"1603670400.000000",BCUP
"104.53","96.11","100.65",3296132,"1603670400.000000",NAY
"112.8773","111.8223","112.7612",3893362,"1603411200.000000",PWNY
"218.455","211.89","218.2",1561830,"1603411200.000000",BCUP
"102.89","97.35","99.61",2949512,"1603411200.000000",NAY
"112.3353","109.3541","111.3093",7858158,"1603324800.000000",PWNY
"221.95","212.01","214.94",2995831,"1603324800.000000",BCUP
"103.7899","98.57","102.87",2970331,"1603324800.000000",NAY
"113.9129","111.106","112.916",9755308,"1603238400.000000",PWNY
"222.19","203.03",210,3390068,"1603238400.000000",BCUP
"110.2","100.04",110,6148635,"1603238400.000000",NAY
"116.294","113.0902","115.9552",21501070,"1603152000.000000",PWNY
"213.7","208.935","209.49",1356191,"1603152000.000000",BCUP
"112.4699","107.74","112.31",2585828,"1603152000.000000",NAY
"123.2629","121.0658","122.7306",7478735,"1603065600.000000",PWNY
"211.11","205.6","208.2",1418581,"1603065600.000000",BCUP
"113.75","110.4","112.25",2858490,"1603065600.000000",NAY
"122.3725","120.6544","121.1529",4714320,"1602806400.000000",PWNY
"210.905","206.73","207.61",2617022,"1602806400.000000",BCUP
"116.37","111.74","114.84",2166131,"1602806400.000000",NAY
"121.1965","119.8753","120.0979",3389301,"1602720000.000000",PWNY
"205.95","200.82","203.55",1408224,"1602720000.000000",BCUP
"114.09","104.55","107.2",3787415,"1602720000.000000",NAY
"122.8661","121.1142","121.1142",3730139,"1602633600.000000",PWNY
"210.4","204.5942","205.38",3201211,"1602633600.000000",BCUP
"117.8","112.3","117.55",2923780,"1602633600.000000",NAY
"123.0694","120.4657","122.508",5406088,"1602547200.000000",PWNY
"219.5","214.1","214.74",1326294,"1602547200.000000",BCUP
"118.13","112.0501","112.65",4756643,"1602547200.000000",NAY
"124.1341","122.3821","123.9598",4635115,"1602460800.000000",PWNY
"217.99","212.5","214.55",1372898,"1602460800.000000",BCUP
"113.6379","108.83","112.25",4617455,"1602460800.000000",NAY
"127.7637","123.5049","127.7637",8353704,"1602201600.000000",PWNY
"212.9","208.43","209.63",1195864,"1602201600.000000",BCUP
"114.55","103.52","104.65",10875160,"1602201600.000000",NAY
"131.1514","125.6053","126.6603",25288930,"1602115200.000000",PWNY
"210.6115","206.3","206.8",2038986,"1602115200.000000",BCUP
"105.95","101.81","105.26",2882603,"1602115200.000000",NAY
"120.3979","118.3944","118.7331",2815663,"1602028800.000000",PWNY
"206.47","199.02","199.52",1577046,"1602028800.000000",BCUP
"109.2199","104.4","105.43",4579828,"1602028800.000000",NAY
"120.8238","117.6878","118.646",3872265,"1601942400.000000",PWNY
"202.44","194.5","195.44",1600362,"1601942400.000000",BCUP
"109.6","102.14","106.89",4509984,"1601942400.000000",NAY
"118.8106","117.1651","117.9298",3050949,"1601856000.000000",PWNY
"196.04","192.989",195,1273276,"1601856000.000000",BCUP
"108.1","103.71","104.75",4459177,"1601856000.000000",NAY
"117.8427","115.0067","115.2196",2925228,"1601596800.000000",PWNY
"197.19","190.4974","192.5",1985231,"1601596800.000000",BCUP
"108.2034","100.92","101.31",8513770,"1601596800.000000",NAY
"119.3429","116.4924","118.4331",3211661,"1601510400.000000",PWNY
"194.84","189.54","189.72",1591519,"1601510400.000000",BCUP
"105.5","98.63","101.43",11446220,"1601510400.000000",NAY
"118.9654","116.9232","117.4845",3261235,"1601424000.000000",PWNY
190,"184.68","187.45",1584193,"1601424000.000000",BCUP
"107.99","89.43","90.92",28819050,"1601424000.000000",NAY
"118.2645","116.3521","117.5136",2130564,"1601337600.000000",PWNY
"189.7","185.45","188.2",1155865,"1601337600.000000",BCUP
"93.5399","90.3901","92.06",2264733,"1601337600.000000",NAY
"118.4041","116.5457","116.7005",3509576,"1601251200.000000",PWNY
"188.28","184.555","187.9",1247563,"1601251200.000000",BCUP
"95.32","91.2","91.86",3286177,"1601251200.000000",NAY
"115.5778","113.187","113.8259",2953686,"1600992000.000000",PWNY
"185.06","179.5","180.39",1869295,"1600992000.000000",BCUP
"90.89","87.62",89,1624432,"1600992000.000000",NAY
"115.6794","112.7418","114.3098",3546160,"1600905600.000000",PWNY
"179.07","173.03","175.21",1325082,"1600905600.000000",BCUP
"90.73","87.28","88.79",1999286,"1600905600.000000",NAY
"117.6878","114.6292","116.9232",3939398,"1600819200.000000",PWNY
"185.825","176.83","185.11",1596297,"1600819200.000000",BCUP
"94.9","90.66","91.98",4138187,"1600819200.000000",NAY
"117.5523","115.6939","116.4682",2957809,"1600732800.000000",PWNY
"185.36","177.82","180.65",1824177,"1600732800.000000",BCUP
"93.5","85.81","88.33",6512570,"1600732800.000000",NAY
"116.8264","114.7744","116.6134",5311441,"1600646400.000000",PWNY
"177.95","171.07","171.99",2218257,"1600646400.000000",BCUP
"88.7","80.27","84.39",5630495,"1600646400.000000",NAY
"120.9109","118.7138","120.2721",5391570,"1600387200.000000",PWNY
"180.1625","171.27","178.85",2886479,"1600387200.000000",BCUP
"88.7399","84.51","88.44",14273120,"1600387200.000000",NAY
"121.5207","118.0556","118.6847",3171262,"1600300800.000000",PWNY
"179.56","173.105","176.19",2121014,"1600300800.000000",BCUP
"88.29","85.49","85.56",3831727,"1600300800.000000",NAY
"121.782","118.7719","118.7719",3789458,"1600214400.000000",PWNY
"187.53","181.07","187.33",1391779,"1600214400.000000",BCUP
"92.75","88.1768","88.2",5167845,"1600214400.000000",NAY
"119.4397","118.3169","118.8783",2915221,"1600128000.000000",PWNY
"187.48","183.91","186.5",1322458,"1600128000.000000",BCUP
"89.43","85.03","85.06",5935530,"1600128000.000000",NAY
"119.4204","117.8523","118.4331",3641887,"1600041600.000000",PWNY
"189.82","182.82","188.87",2575617,"1600041600.000000",BCUP
"84.85","80.3355","81.44",4202090,"1600041600.000000",NAY
"118.7622","116.8554","117.4942",3548091,"1599782400.000000",PWNY
"195.95","182.89","194.23",1957712,"1599782400.000000",BCUP
"83.2985","78.61","81.5",4335389,"1599782400.000000",NAY
"119.6105","116.3811","118.5976",3978805,"1599696000.000000",PWNY
"201.67","191.4","198.12",1042283,"1599696000.000000",BCUP
"84.55","80.29","82.2",2952078,"1599696000.000000",NAY
"119.7301","117.3974","118.2105",3770678,"1599609600.000000",PWNY
"197.85","191.64","196.52",1277198,"1599609600.000000",BCUP
"83.37","79.51","81.53",3190831,"1599609600.000000",NAY
"118.9267","116.836","118.2395",5210292,"1599523200.000000",PWNY
"198.55","191.11","191.572",1698818,"1599523200.000000",BCUP
"81.46","75.7512",77,3848680,"1599523200.000000",NAY
"121.3271","117.349","120.3592",6018238,"1599177600.000000",PWNY
"206.46","191.27","205.35",2169129,"1599177600.000000",BCUP
"80.46","75.55","78.5",4659988,"1599177600.000000",NAY
"125.7795","119.6817","124.076",5716750,"1599091200.000000",PWNY
"217.18","205.35","216.214",2156295,"1599091200.000000",BCUP
"81.78","76.28","81.5",7202825,"1599091200.000000",NAY
"124.5696","119.6091","119.7494",6592430,"1599004800.000000",PWNY
"225.8944","217.2401","225.04",1334242,"1599004800.000000",BCUP
88,"81.78","87.91",3767494,"1599004800.000000",NAY
"119.9721","118.2298","118.9074",3155623,"1598918400.000000",PWNY
"224.95","218.92","221.375",1521579,"1598918400.000000",BCUP
"87.49","82.5","83.99",4395591,"1598918400.000000",NAY
"121.2303","119.0816","121.2303",4827879,"1598832000.000000",PWNY
"220.16","215.77",220,2032975,"1598832000.000000",BCUP
"83.72","81.56","83.49",4829077,"1598832000.000000",NAY
"121.2787","120.2321","120.9496",3099940,"1598572800.000000",PWNY
"223.33","217.01","217.99",1994414,"1598572800.000000",BCUP
"86.25","81.53","82.741",4285308,"1598572800.000000",NAY
"121.0852","120.0011","120.6012",3422654,"1598486400.000000",PWNY
"217.97","204.02","213.93",5162256,"1598486400.000000",BCUP
"86.468","82.03","86.28",3295848,"1598486400.000000",NAY
"121.1045","119.9721","120.94",3388687,"1598400000.000000",PWNY
"220.56","209.15",210,4880531,"1598400000.000000",BCUP
"89.47","85.101","85.77",4652805,"1598400000.000000",NAY
"122.75","120.4947","121.9563",2977697,"1598313600.000000",PWNY
"204.42","200.67","202.31",1220327,"1598313600.000000",BCUP
"84.75","82.17","83.67",2164321,"1598313600.000000",NAY
"122.0143","119.401","119.8172",4070816,"1598227200.000000",PWNY
"207.32","201.37","204.66",1219357,"1598227200.000000",BCUP
"87.26","82.06","87.01",2701970,"1598227200.000000",NAY
"119.5212","118.3847","119.0622",3385051,"1597968000.000000",PWNY
"204.78","201.12","202.5",1171565,"1597968000.000000",BCUP
"86.7","84.66","85.52",2487232,"1597968000.000000",NAY
"120.0592","118.8686","119.2461",2561164,"1597881600.000000",PWNY
"201.86","194.52",195,1183113,"1597881600.000000",BCUP
"86.6",82,"82.26",3341541,"1597881600.000000",NAY
"121.4723","119.5365","120.8238",3743949,"1597795200.000000",PWNY
"199.744","195.04","198.03",1200975,"1597795200.000000",BCUP
"83.56","81.43","83.05",2405904,"1597795200.000000",NAY
"121.4723","120.2528","120.9884",2882355,"1597708800.000000",PWNY
"198.98","194.83",196,1145773,"1597708800.000000",BCUP
"83.89","81.6038","83.09",3403927,"1597708800.000000",NAY
"121.5594","120.4173","121.2303",3360064,"1597622400.000000",PWNY
"195.61","192.55",193,1725536,"1597622400.000000",BCUP
"83.75","81.16","81.61",3218799,"1597622400.000000",NAY
"121.5304","119.9333","120.214",2963753,"1597363200.000000",PWNY
"194.4999","190.76","193.87",1351950,"1597363200.000000",BCUP
"84.2699","79.82",83,2984739,"1597363200.000000",NAY
"122.3338","120.7657","121.9176",3171258,"1597276800.000000",PWNY
"196.5","190.4","191.87",2447332,"1597276800.000000",BCUP
"84.5701","76.92","77.84",10101660,"1597276800.000000",NAY
"123.6888","121.8362","123.5146",3530177,"1597190400.000000",PWNY
"197.97","189.1","196.17",2601648,"1597190400.000000",BCUP
"78.65","75.91",76,3854286,"1597190400.000000",NAY
"126.2828","122.5467","124.6277",5001176,"1597104000.000000",PWNY
"200.175","193.02","198.82",1630287,"1597104000.000000",BCUP
"78.76",75,"75.31",6876443,"1597104000.000000",NAY
"123.1565","121.1673","121.3949",3968295,"1597017600.000000",PWNY
"200.914","193.89","200.1",1675602,"1597017600.000000",BCUP
"78.96","72.6","77.61",7820066,"1597017600.000000",NAY
"121.0561","119.2558","119.5365",3651226,"1596758400.000000",PWNY
"212.97","198.14","212.85",2191823,"1596758400.000000",BCUP
"83.75","74.11","82.6",18906500,"1596758400.000000",NAY
"122.2079","120.9884","120.9884",3417131,"1596672000.000000",PWNY
"216.98","211.2213","216.35",1112879,"1596672000.000000",BCUP
"93.37","87.315","92.72",8160562,"1596672000.000000",NAY
"122.6822","120.6109","122.6628",3675400,"1596585600.000000",PWNY
"217.36","211.665","212.6",1185130,"1596585600.000000",BCUP
"95.36","91.7","94.31",2906196,"1596585600.000000",NAY
"121.8208","119.8462","119.8462",3431366,"1596499200.000000",PWNY
215,208,"214.42",958539,"1596499200.000000",BCUP
"96.15","92.13","95.76",2848109,"1596499200.000000",NAY
"120.4173","118.2298","119.5365",3526574,"1596412800.000000",PWNY
"214.9","210.805","211.99",1037217,"1596412800.000000",BCUP
"96.67","93.67","95.82",4632820,"1596412800.000000",NAY
"119.0429","117.2038","118.7719",5277652,"1596153600.000000",PWNY
212,205,"211.78",1017623,"1596153600.000000",BCUP
95,"91.2","94.788",2430564,"1596153600.000000",NAY
"119.9281","117.7362","119.7398",3988062,"1596067200.000000",PWNY
"210.005","204.17",205,859284,"1596067200.000000",BCUP
"94.07","89.79","89.79",2349409,"1596067200.000000",NAY
"121.9466","120.0882","120.5625",2833141,"1595980800.000000",PWNY
"210.49","206.54","207.48",985818,"1595980800.000000",BCUP
"90.87","87.28","89.22",1968244,"1595980800.000000",NAY
"122.2854","120.1656","121.782",4178176,"1595894400.000000",PWNY
"208.645","203.25","204.16",1064453,"1595894400.000000",BCUP
"89.72","87.06","87.72",1311166,"1595894400.000000",NAY
"122.266","120.7077","120.8529",3733547,"1595808000.000000",PWNY
"204.51","199.15","201.02",679778,"1595808000.000000",BCUP
"88.58","85.675","86.2",1782489,"1595808000.000000",NAY
"123.5493","121.4723","122.4209",3531076,"1595548800.000000",PWNY
"202.05",197,"199.89",790535,"1595548800.000000",BCUP
"86.7499","81.5413","83.4",2244202,"1595548800.000000",NAY
"125.2181","123.0694","124.9568",4220136,"1595462400.000000",PWNY
"208.72","199.66","204.64",1110435,"1595462400.000000",BCUP
"91.3","83.5705","88.85",3378937,"1595462400.000000",NAY
"125.3149","121.7627","121.8595",8195366,"1595376000.000000",PWNY
"207.2","202.63",205,767544,"1595376000.000000",BCUP
"92.36","88.53","90.88",1578511,"1595376000.000000",NAY
"127.9283","121.7627","126.9507",15364950,"1595289600.000000",PWNY
209,"202.92","208.99",914005,"1595289600.000000",BCUP
93,"89.34","92.77",4407092,"1595289600.000000",NAY
"122.9919","121.1239","122.024",9927668,"1595203200.000000",PWNY
"208.88","201.35","201.75",1090217,"1595203200.000000",BCUP
"93.14","88.1","88.31",3425599,"1595203200.000000",NAY
"121.5981","119.2461","120.3979",3988460,"1594944000.000000",PWNY
"201.5015","197.41","198.9",946628,"1594944000.000000",BCUP
"87.86","85.31","85.6",3224951,"1594944000.000000",NAY
"120.4851","118.2395","118.7428",4330917,"1594857600.000000",PWNY
"199.875","195.33","197.84",1063611,"1594857600.000000",BCUP
"87.9","83.38","87.65",3390448,"1594857600.000000",NAY
"119.9817","118.2298","118.4718",4473400,"1594771200.000000",PWNY
"201.97","196.23","200.39",1099509,"1594771200.000000",BCUP
"90.93","85.49","88.97",3155644,"1594771200.000000",NAY
"117.0103","114.1356","114.8131",4534397,"1594684800.000000",PWNY
"200.9","190.4801","198.37",1957701,"1594684800.000000",BCUP
"90.83",83,"87.6",3781106,"1594684800.000000",NAY
"117.1071","114.8518","115.9359",4650651,"1594598400.000000",PWNY
"212.8","197.28","212.13",2249950,"1594598400.000000",BCUP
"98.64","85.665","97.77",5577929,"1594598400.000000",NAY
"114.7646","111.59","111.7932",4285705,"1594339200.000000",PWNY
"213.26","204.85","209.04",2647531,"1594339200.000000",BCUP
"98.14","95.125","96.82",4140959,"1594339200.000000",NAY
"114.213","111.5029","114.213",4762991,"1594252800.000000",PWNY
"208.9","201.88","205.64",1772143,"1594252800.000000",BCUP
"98.99","93.17","97.99",4841179,"1594252800.000000",NAY
"114.8325","112.7418","114.2711",5192806,"1594166400.000000",PWNY
"205.28","197.3","198.65",2293519,"1594166400.000000",BCUP
"96.84",91,"91.85",3914872,"1594166400.000000",NAY
"115.6746","113.5645","115.1809",4278307,"1594080000.000000",PWNY
"201.16","196.52","199.5",2102104,"1594080000.000000",BCUP
"92.17","88.55","90.01",2898141,"1594080000.000000",NAY
"117.9395","115.6262","117.3587",4045439,"1593993600.000000",PWNY
204,"196.55","202.99",2824480,"1593993600.000000",BCUP
"92.6","88.02","91.35",5769351,"1593993600.000000",NAY
"117.5233","115.4326","115.8488",3746958,"1593648000.000000",PWNY
"204.5","199.085","203.97",2053127,"1593648000.000000",BCUP
"91.07","88.34","90.5",4516665,"1593648000.000000",NAY
"117.3345","114.5711","116.4102",4655765,"1593561600.000000",PWNY
"204.95","195.5","195.58",2091102,"1593561600.000000",BCUP
"89.75","86.01","87.19",2447299,"1593561600.000000",NAY
"117.3103","115.1809","115.3648",3919469,"1593475200.000000",PWNY
"199.32","194.1864","194.92",2095740,"1593475200.000000",BCUP
"87.17","83.77","84.29",2752208,"1593475200.000000",NAY
"115.9359","113.6032","114.1937",4159488,"1593388800.000000",PWNY
"198.96","190.99","198.96",1777592,"1593388800.000000",BCUP
"85.24","80.09","85.02",4920944,"1593388800.000000",NAY
"115.1712","112.5289","114.4647",10750110,"1593129600.000000",PWNY
"197.7","190.17","193.66",3419879,"1593129600.000000",BCUP
"91.08","83.8","90.56",14063120,"1593129600.000000",NAY
"115.3842","112.374","113.0128",6130626,"1593043200.000000",PWNY
"194.16",189,"191.81",821057,"1593043200.000000",BCUP
"91.552","86.69","88.14",3215068,"1593043200.000000",NAY
"114.5227","112.1611","114.5227",6750990,"1592956800.000000",PWNY
"195.336","188.33","193.04",1774358,"1592956800.000000",BCUP
"92.89","86.451","90.06",4140682,"1592956800.000000",NAY
